# ==============================================,,,,,,,,,
# TCC - Log de Teste de Envelhecimento,,,,,,,,,
# ==============================================,,,,,,,,,
# Data/Hora Início: 2026-01-10 11:52:13,,,,,,,,,
# ,,,,,,,,,
# PARÂMETROS PID (FIXOS):,,,,,,,,,
#   Kp = 2.780000,,,,,,,,,
#   Ki = 0.00106000,,,,,,,,,
#   Kd = 5.000000,,,,,,,,,
# ,,,,,,,,,
# MODELO FOPDT IDENTIFICADO:,,,,,,,,,
#   G(s) = 1.56 * exp(-150.6s) / (1307.2s + 1),,,,,,,,,
#   K = 1.56 °C/%,,,,,,,,,
#   θ = 150.6 s,,,,,,,,,
#   τ = 1307.2 s,,,,,,,,,
# ,,,,,,,,,
# CONFIGURAÇÃO:,,,,,,,,,
#   Taxa de Rampa: 1.0 °C/s,,,,,,,,,
#   Intervalo de Amostragem: 1000 ms,,,,,,,,,
#   Janela PWM (SSR): 5000 ms,,,,,,,,,
# ,,,,,,,,,
# LIMITES DE SEGURANÇA:,,,,,,,,,
#   Temp. Máx. Forno: 130.0 °C,,,,,,,,,
#   Temp. Máx. DUT: 130.0 °C,,,,,,,,,
#   Corrente Máx. PSU: 1.5 A,,,,,,,,,
# ==============================================,,,,,,,,,
# ,,,,,,,,,
time_sec,oven_temp_c,oven_setpoint_c,oven_output_pct,psu_voltage_v,psu_current_a,dut_temp_c,dut_slack,dut_volt,
2776,105.92,100,0,1,0.05,37.242,58,0.993,3108.838
2776.999,105.5,100,0,1,0.049,37.783,59,0.993,3109.837
2778,105.55,100,0,1,0.049,37.783,60,0.993,3110.838
2778.999,105.49,100,0,1,0.049,37.394,57,0.993,3111.837
2780,105.67,100,0,1,0.049,37.148,58,0.993,3112.838
2780.999,105.15,100,0,1,0.049,37.793,58,0.993,3113.837
2781.999,105.35,100,0,1,0.049,37.148,59,0.993,3114.837
2783,105.4,100,0,1,0.049,36.902,60,0.994,3115.838
2784,105.56,100,0,1,0.049,37.394,59,0.993,3116.838
2784.999,105.48,100,0,1,0.05,37.404,57,0.993,3117.837
2786,105.27,100,0,1,0.049,36.922,60,0.993,3118.838
2787,105.27,100,0,1,0.049,37.783,59,0.992,3119.838
2788,105.56,100,0,1,0.049,37.641,60,0.994,3120.838
2788.999,105.46,100,0,1,0.049,37.148,57,0.993,3121.837
2790.001,105.42,100,0,1,0.049,37.414,59,0.993,3122.839
2791.001,105.52,100,0,1,0.049,36.873,60,0.993,3123.839
2792.002,105.36,100,0,1,0.049,37.508,60,0.993,3124.84
2793,105.41,100,0,1,0.049,38.172,58,0.992,3125.838
2794,104.96,100,0,1,0.049,37.527,60,0.993,3126.838
2795,105.16,100,0,1,0.049,36.996,59,0.993,3127.838
2796.001,105.44,100,0,1,0.049,37.527,59,0.991,3128.839
2797,105.34,100,0,1,0.049,37.66,57,0.993,3129.838
2798.001,105.29,100,0,1,0.049,37.404,60,0.993,3130.839
2799,105.44,100,0,1,0.05,37.793,57,0.993,3131.838
2799.999,105.47,100,0,1,0.049,37.129,59,0.993,3132.837
2800.999,105.29,100,0,1,0.049,36.892,57,0.992,3133.837
2802,105.54,100,0,1,0.049,37.764,58,0.992,3134.838
2803,105.35,100,0,1,0.049,37.271,58,0.993,3135.838
2804.001,105.35,100,0,1,0.049,38.049,59,0.993,3136.839
2804.999,105.2,100,0,1,0.049,38.02,59,0.993,3137.837
2806.001,105.2,100,0,1,0.049,36.882,58,0.993,3138.839
2807.001,105.02,100,0,1,0.049,37.774,59,0.993,3139.839
2808.001,105.15,100,0,1,0.05,37.518,58,0.993,3140.839
2809.001,105.11,100,0,1,0.049,37.508,59,0.993,3141.839
2810,105.4,100,0,1,0.049,37.262,60,0.993,3142.838
2811.002,105.25,100,0,1,0.049,37.926,58,0.993,3143.84
2812,104.78,100,0,1,0.049,37.394,58,0.992,3144.838
2812.999,105.18,100,0,1,0.05,37.783,58,0.993,3145.837
2814.003,105.23,100,0,1,0.049,37.015,59,0.993,3146.841
2815,105.48,100,0,1,0.049,37.66,60,0.993,3147.838
2815.999,105.27,100,0,1,0.049,37.906,58,0.992,3148.837
2816.999,105.1,100,0,1,0.049,37.68,60,0.993,3149.837
2818,105.58,100,0,1,0.049,37.404,58,0.993,3150.838
2819,104.88,100,0,1,0.049,37.66,57,0.995,3151.838
2820.002,104.98,100,0,1,0.049,37.148,59,0.992,3152.84
2821.001,105.08,100,0,1,0.049,37.518,58,0.993,3153.839
2821.999,104.89,100,0,1,0.049,37.803,59,0.993,3154.837
2823,105.03,100,0,1,0.05,36.617,57,0.993,3155.838
2823.999,105.2,100,0,1,0.049,37.65,59,0.993,3156.837
2825.002,104.93,100,0,1,0.05,36.912,58,0.993,3157.84
2826,104.93,100,0,1,0.049,37.518,57,0.993,3158.838
2826.999,104.85,100,0,1,0.05,37.916,59,0.993,3159.837
2828,104.89,100,0,1,0.049,37.414,60,0.993,3160.838
2829.001,104.95,100,0,1,0.049,37.557,57,0.992,3161.839
2830.001,104.53,100,0,1,0.049,37.793,57,0.993,3162.839
2830.999,105.01,100,0,1,0.049,38.049,60,0.993,3163.837
2831.999,104.94,100,0,1,0.05,37.66,59,0.993,3164.837
2833,104.7,100,0,1,0.049,37.793,59,0.993,3165.838
2834,105.08,100,0,1,0.049,37.793,60,0.992,3166.838
2835,104.92,100,0,1,0.049,37.887,57,0.993,3167.838
2836.003,104.88,100,0,1,0.049,37.414,59,0.994,3168.841
2837,105.03,100,0,1,0.049,37.793,58,0.993,3169.838
2837.999,104.92,100,0,1,0.049,37.783,57,0.993,3170.837
2839.001,104.68,100,0,1,0.049,36.882,58,0.993,3171.839
2839.999,104.7,100,0,1,0.049,37.68,58,0.992,3172.837
2841,105,100,0,1,0.049,37.65,59,0.993,3173.838
2841.999,104.6,100,0,1,0.05,37.291,60,0.992,3174.837
2843.001,104.3,100,0,1,0.049,38.03,59,0.992,3175.839
2844,104.87,100,0,1,0.049,38.049,59,0.993,3176.838
2845,104.62,100,0,1,0.05,37.394,58,0.991,3177.838
2846.001,104.63,100,0,1,0.05,37.66,60,0.993,3178.839
2847.001,104.62,100,0,1,0.05,37.015,59,0.993,3179.839
2847.999,104.63,100,0,1,0.05,37.385,58,0.993,3180.837
2849,104.66,100,0,1,0.05,37.404,59,0.993,3181.838
2850,104.78,100,0,1,0.05,37.527,57,0.994,3182.838
2850.999,104.79,100,0,1,0.05,37.66,58,0.992,3183.837
2852,104.62,100,0,1,0.05,37.557,57,0.993,3184.838
2853,104.66,100,0,1,0.049,37.897,60,0.992,3185.838
2854.001,104.66,100,0,1,0.05,37.537,57,0.992,3186.839
2855,104.57,100,0,1,0.05,37.803,60,0.992,3187.838
2856,104.48,100,0,1,0.05,37.774,60,0.994,3188.838
2857,104.28,100,0,1,0.05,37.66,59,0.993,3189.838
2858.001,104.32,100,0,1,0.05,37.385,59,0.99,3190.839
2859,104.59,100,0,1,0.049,37.138,57,0.992,3191.838
2859.999,104.49,100,0,1,0.049,37.518,60,0.993,3192.837
2861.001,104.4,100,0,1,0.05,37.897,59,0.993,3193.839
2862.002,104.65,100,0,1,0.049,37.641,59,0.993,3194.84
2863,104.26,100,0,1,0.049,37.404,59,0.993,3195.838
2863.999,104.33,100,0,1,0.05,37.793,57,0.993,3196.837
2865,104.43,100,0,1,0.05,37.65,57,0.993,3197.838
2866,104.2,100,0,1,0.05,37.394,59,0.993,3198.838
2867.001,104.19,100,0,1,0.05,37.67,58,0.993,3199.839
2867.999,104.35,100,0,1,0.05,37.631,57,0.991,3200.837
2868.999,104.64,100,0,1,0.049,37.394,57,0.993,3201.837
2870,104.75,100,0,1,0.05,37.793,60,0.994,3202.838
2871,104.35,100,0,1,0.05,37.916,58,0.993,3203.838
2872,104.52,100,0,1,0.049,37.764,59,0.993,3204.838
2873,104.35,100,0,1,0.049,37.774,58,0.993,3205.838
2874.001,104.37,100,0,1,0.05,37.385,59,0.994,3206.839
2875,104.21,100,0,1,0.05,37.783,58,0.993,3207.838
2876,104.26,100,0,1,0.05,37.66,60,0.993,3208.838
2877,104.23,100,0,1,0.049,38.03,60,0.992,3209.838
2877.999,104.58,100,0,1,0.05,37.67,58,0.993,3210.837
2878.999,104.46,100,0,1,0.05,37.65,60,0.993,3211.837
2880,104.27,100,0,1,0.05,38.059,57,0.993,3212.838
2881,104.36,100,0,1,0.05,37.527,59,0.993,3213.838
2882,104.7,100,0,1,0.05,37.138,58,0.992,3214.838
2882.999,104.31,100,0,1,0.05,37.641,58,0.993,3215.837
2884.001,104.08,100,0,1,0.05,37.641,59,0.993,3216.839
2885.003,104.36,100,0,1,0.05,37.271,60,0.993,3217.841
2886.001,104.17,100,0,1,0.049,37.414,60,0.991,3218.839
2887,104.19,100,0,1,0.049,37.793,59,0.993,3219.838
2888.001,104.15,100,0,1,0.049,38.286,58,0.993,3220.839
2888.999,104.55,100,0,1,0.05,38.039,57,0.992,3221.837
2890.002,104.21,100,0,1,0.05,37.774,58,0.993,3222.84
2891,104.3,100,0,1,0.05,37.764,59,0.993,3223.838
2891.999,104.2,100,0,1,0.05,38.039,60,0.993,3224.837
2893.001,104.18,100,0,1,0.05,37.66,57,0.994,3225.839
2894.001,104.13,100,0,1,0.05,37.271,57,0.993,3226.839
2894.999,104,100,0,1,0.05,37.803,59,0.992,3227.837
2896.001,103.99,100,0,1,0.05,37.897,57,0.992,3228.839
2897,104.12,100,0,1,0.05,37.897,57,0.993,3229.838
2897.999,104.18,100,0,1,0.05,38.049,60,0.993,3230.837
2899.001,103.82,100,0,1,0.05,38.03,60,0.993,3231.839
2899.999,103.71,100,0,1,0.05,37.394,58,0.994,3232.837
2901.001,103.79,100,0,1,0.049,37.65,58,0.993,3233.839
2902.001,103.88,100,0,1,0.05,37.897,59,0.993,3234.839
2903,103.91,100,0,1,0.05,37.508,60,0.993,3235.838
2904.002,103.73,100,0,1,0.05,37.129,57,0.993,3236.84
2905.001,103.74,100,0,1,0.05,38.542,60,0.993,3237.839
2906.001,103.65,100,0,1,0.05,37.916,57,0.992,3238.839
2907,103.93,100,0,1,0.05,37.906,58,0.993,3239.838
2908,103.62,100,0,1,0.05,37.271,59,0.992,3240.838
2909.001,103.67,100,0,1,0.05,37.897,57,0.993,3241.839
2910,103.79,100,0,1,0.05,37.129,58,0.993,3242.838
2911.001,103.94,100,0,1,0.05,38.039,58,0.993,3243.839
2911.999,104,100,0,1,0.05,37.916,57,0.992,3244.837
2912.999,103.73,100,0,1,0.05,38.039,58,0.993,3245.837
2913.999,103.38,100,0,1,0.05,37.138,60,0.994,3246.837
2915.001,103.62,100,0,1,0.05,37.394,60,0.992,3247.839
2916,103.62,100,0,1,0.05,37.764,57,0.992,3248.838
2917,103.95,100,0,1,0.05,37.527,60,0.992,3249.838
2918.001,103.49,100,0,1,0.05,37.764,57,0.994,3250.839
2918.999,103.82,100,0,1,0.05,37.897,59,0.993,3251.837
2920,103.47,100,0,1,0.049,37.897,60,0.993,3252.838
2921,103.72,100,0,1,0.05,38.03,57,0.994,3253.838
2922.003,103.43,100,0,1,0.05,37.385,59,0.993,3254.841
2922.999,103.76,100,0,1,0.05,37.783,59,0.993,3255.837
2923.999,103.46,100,0,1,0.05,37.404,58,0.993,3256.837
2924.999,103.64,100,0,1,0.05,37.385,57,0.992,3257.837
2926,103.89,100,0,1,0.05,37.764,59,0.992,3258.838
2927.001,103.8,100,0,1,0.05,37.641,57,0.994,3259.839
2928.002,103.56,100,0,1,0.05,37.65,57,0.994,3260.84
2929,103.22,100,0,1,0.05,37.793,57,0.993,3261.838
2930,103.29,100,0,1,0.05,38.03,59,0.994,3262.838
2931,103.76,100,0,1,0.05,37.365,60,0.994,3263.838
2931.999,103.76,100,0,1,0.05,37.508,59,0.993,3264.837
2933,103.61,100,0,1,0.05,37.906,58,0.993,3265.838
2933.999,103.31,100,0,1,0.05,37.527,60,0.992,3266.837
2935.002,103.45,100,0,1,0.05,38.039,58,0.993,3267.84
2936,103.33,100,0,1,0.05,37.508,58,0.994,3268.838
2936.999,103.69,100,0,1,0.05,37.66,59,0.993,3269.837
2938,103.62,100,0,1,0.05,37.897,57,0.993,3270.838
2938.999,103.67,100,0,1,0.05,37.916,59,0.993,3271.837
2940,103.44,100,0,1,0.05,37.906,57,0.993,3272.838
2941,103.47,100,0,1,0.05,38.286,59,0.994,3273.838
2942,103.48,100,0,1,0.05,38.286,57,0.992,3274.838
2943,103.5,100,0,1,0.05,37.394,60,0.992,3275.838
2944.002,103.32,100,0,1,0.05,38.03,59,0.994,3276.84
2944.999,103.43,100,0,1,0.05,37.906,59,0.993,3277.837
2946.002,103.6,100,0,1,0.05,37.897,60,0.995,3278.84
2947.001,103.5,100,0,1,0.05,37.887,60,0.993,3279.839
2948,103.4,100,0,1,0.049,37.518,57,0.994,3280.838
2949,103.32,100,0,1,0.05,37.394,58,0.992,3281.838
2950,103.13,100,0,1,0.05,37.641,57,0.993,3282.838
2951.001,103.43,100,0,1,0.05,37.631,58,0.993,3283.839
2951.999,103.34,100,0,1,0.05,37.774,60,0.993,3284.837
2953.002,103.35,100,0,1,0.05,37.66,57,0.993,3285.84
2954,103.13,100,0,1,0.05,37.774,59,0.993,3286.838
2955,103.07,100,0,1,0.05,37.518,59,0.993,3287.838
2956.001,103.11,100,0,1,0.05,38.039,58,0.993,3288.839
2957,103.04,100,0,1,0.05,37.404,60,0.993,3289.838
2958,102.97,100,0,1,0.05,37.906,57,0.993,3290.838
2959,102.82,100,0,1,0.05,37.906,57,0.995,3291.838
2960.001,102.82,100,0,1,0.05,37.394,60,0.993,3292.839
2961,103.36,100,0,1,0.05,37.65,59,0.992,3293.838
2962.002,103.04,100,0,1,0.05,38.133,59,0.993,3294.84
2962.999,103.34,100,0,1,0.05,37.897,60,0.993,3295.837
2964,103.07,100,0,1,0.05,37.242,59,0.995,3296.838
2965,103.16,100,0,1,0.05,37.887,60,0.993,3297.838
2966.002,103,100,0,1,0.05,37.537,59,0.993,3298.84
2966.999,103.01,100,0,1,0.05,37.783,60,0.993,3299.837
2968.001,103.18,100,0,1,0.05,37.404,57,0.993,3300.839
2968.999,102.89,100,0,1,0.05,37.764,60,0.992,3301.837
2970.001,102.96,100,0,1,0.05,37.631,59,0.993,3302.839
2971.001,103.36,100,0,1,0.05,37.774,58,0.992,3303.839
2972,102.86,100,0,1,0.05,37.138,58,0.993,3304.838
2973,102.84,100,0,1,0.05,38.03,59,0.993,3305.838
2974,103.09,100,0,1,0.05,37.404,58,0.992,3306.838
2975,103.05,100,0,1,0.05,38.143,59,0.994,3307.838
2976,102.91,100,0,1,0.05,37.518,58,0.994,3308.838
2976.999,102.74,100,0,1,0.05,37.906,59,0.993,3309.837
2978,102.91,100,0,1,0.05,37.916,57,0.995,3310.838
2979,102.93,100,0,1,0.05,38.02,59,0.992,3311.838
2980,102.96,100,0,1,0.05,37.394,59,0.993,3312.838
2980.999,103.04,100,0,1,0.05,37.404,59,0.993,3313.837
2982,103.09,100,0,1,0.05,38.03,59,0.993,3314.838
2982.999,102.98,100,0,1,0.05,38.02,60,0.993,3315.837
2984,102.71,100,0,1,0.05,37.385,59,0.993,3316.838
2985.002,102.7,100,0,1,0.05,38.02,59,0.993,3317.84
2986.001,102.93,100,0,1,0.05,37.631,58,0.993,3318.839
2987,102.76,100,0,1,0.05,37.375,60,0.993,3319.838
2988,102.69,100,0,1,0.05,38.276,57,0.994,3320.838
2989,102.72,100,0,1,0.05,37.897,58,0.993,3321.838
2990.002,102.98,100,0,1,0.05,37.65,58,0.993,3322.84
2990.999,102.73,100,0,1,0.05,37.774,57,0.992,3323.837
2992,102.89,100,0,1,0.05,38.03,58,0.993,3324.838
2992.999,102.64,100,0,1,0.05,37.897,57,0.994,3325.837
2994.001,102.65,100,0,1,0.05,37.906,60,0.993,3326.839
2995,102.71,100,0,1,0.05,37.906,58,0.993,3327.838
2996.001,102.72,100,0,1,0.05,37.803,57,0.993,3328.839
2997,102.41,100,0,1,0.05,37.906,59,0.992,3329.838
2997.999,103.06,100,0,1,0.05,37.906,59,0.993,3330.837
2999,102.66,100,0,1,0.05,37.774,59,0.994,3331.838
3000,102.6,100,0,1,0.05,38.03,60,0.994,3332.838
3000.999,102.52,100,0,1,0.05,38.03,57,0.991,3333.837
3002,102.78,100,0,1,0.05,38.276,59,0.993,3334.838
3003,102.67,100,0,1,0.05,38.039,58,0.994,3335.838
3004,102.89,100,0,1,0.05,37.65,60,0.993,3336.838
3004.999,102.65,100,0,1,0.05,37.897,57,0.993,3337.837
3005.999,102.59,100,0,1,0.05,38.162,58,0.993,3338.837
3006.999,102.43,100,0,1,0.05,37.385,60,0.992,3339.837
3008,102.47,100,0,1,0.05,37.887,59,0.991,3340.838
3009.002,102.42,100,0,1,0.05,37.498,57,0.995,3341.84
3009.999,102.66,100,0,1,0.05,38.03,59,0.994,3342.837
3011,102.65,100,0,1,0.05,38.428,58,0.993,3343.838
3012,102.47,100,0,1,0.05,37.508,59,0.993,3344.838
3013.001,102.27,100,0,1,0.05,37.887,60,0.993,3345.839
3014.002,102.56,100,0,1,0.05,38.02,58,0.992,3346.84
3015.001,102.21,100,0,1,0.05,38.143,58,0.992,3347.839
3016.001,102.11,100,0,1,0.05,37.774,57,0.994,3348.839
3017,102.46,100,0,1,0.05,37.764,60,0.993,3349.838
3018,102.26,100,0,1,0.05,38.143,57,0.993,3350.838
3018.999,102.31,100,0,1,0.05,38.143,58,0.993,3351.837
3020.001,102.29,100,0,1,0.05,38.162,58,0.993,3352.839
3021.001,102.59,100,0,1,0.05,37.764,60,0.993,3353.839
3022.001,102.3,100,0,1,0.05,37.897,57,0.992,3354.839
3023,102.6,100,0,1,0.05,38.143,59,0.995,3355.838
3024.002,102.22,100,0,1,0.05,38.02,57,0.994,3356.84
3025.001,102.4,100,0,1,0.05,37.641,60,0.994,3357.839
3025.999,102.28,100,0,1,0.05,37.527,59,0.992,3358.837
3027,102.34,100,0,1,0.05,37.65,59,0.994,3359.838
3028.001,102.29,100,0,1,0.05,38.123,57,0.993,3360.839
3029,102.03,100,0,1,0.05,38.143,58,0.993,3361.838
3029.999,102.22,100,0,1,0.05,38.039,57,0.993,3362.837
3031,102.08,100,0,1,0.05,38,59,0.993,3363.838
3031.999,102.56,100,0,1,0.05,37.754,57,0.995,3364.837
3033.002,102.45,100,0,1,0.05,37.906,59,0.994,3365.84
3034.001,102.23,100,0,1,0.05,38,57,0.993,3366.839
3034.999,101.92,100,0,1,0.05,38.039,59,0.993,3367.837
3035.999,101.93,100,0,1,0.05,38.153,57,0.993,3368.837
3037.001,102.15,100,0,1,0.05,38.286,58,0.993,3369.839
3038,102.37,100,0,1,0.05,37.783,60,0.993,3370.838
3039.002,102.4,100,0,1,0.05,37.498,58,0.993,3371.84
3040,102.19,100,0,1,0.05,38.03,59,0.993,3372.838
3041,102.06,100,0,1,0.05,38.03,58,0.993,3373.838
3042,101.83,100,0,1,0.05,37.887,59,0.993,3374.838
3043,102.2,100,0,1,0.05,37.774,59,0.993,3375.838
3043.999,102.03,100,0,1,0.05,38.039,58,0.994,3376.837
3045.001,102.09,100,0,1,0.05,38.143,60,0.992,3377.839
3045.998,101.71,100,0,1,0.05,37.508,58,0.994,3378.836
3046.999,102.28,100,0,1,0.05,38.02,57,0.993,3379.837
3048,101.55,100,0,1,0.05,37.754,58,0.993,3380.838
3049,102.03,100,0,1,0.05,38.295,59,0.993,3381.838
3049.999,101.88,100,0,1,0.05,37.641,57,0.993,3382.837
3051,101.86,100,0,1,0.05,38.418,57,0.992,3383.838
3052,102.04,100,0,1,0.05,38.286,58,0.994,3384.838
3053.001,101.91,100,0,1,0.05,38.276,57,0.992,3385.839
3054,102.08,100,0,1,0.05,37.527,59,0.994,3386.838
3054.999,101.69,100,0,1,0.05,37.926,57,0.993,3387.837
3056.001,101.8,100,0,1,0.05,37.906,57,0.994,3388.839
3057.001,101.61,100,0,1,0.05,37.774,59,0.992,3389.839
3057.999,102.02,100,0,1,0.05,37.394,58,0.993,3390.837
3059,101.94,100,0,1,0.05,37.906,59,0.993,3391.838
3059.999,101.61,100,0,1,0.05,37.897,59,0.993,3392.837
3060.999,101.59,100,0,1,0.05,37.754,57,0.992,3393.837
3062.002,101.78,100,0,1,0.05,37.897,57,0.993,3394.84
3063.001,101.74,100,0,1,0.05,37.242,59,0.993,3395.839
3063.999,101.59,100,0,1,0.05,38.039,57,0.993,3396.837
3065,101.67,100,0,1,0.05,38.143,59,0.993,3397.838
3066,101.79,100,0,1,0.05,38.03,57,0.993,3398.838
3066.999,101.6,100,0,1,0.05,37.631,57,0.992,3399.837
3068.002,101.58,100,0,1,0.05,38.039,58,0.991,3400.84
3069,101.49,100,0,1,0.05,38.02,57,0.995,3401.838
3070.001,101.75,100,0,1,0.05,38.02,57,0.992,3402.839
3071.001,101.66,100,0,1,0.05,38.143,59,0.994,3403.839
3072.001,101.43,100,0,1,0.05,38.03,57,0.993,3404.839
3073.001,101.83,100,0,1,0.05,37.906,60,0.993,3405.839
3074,101.5,100,0,1,0.05,37.906,58,0.993,3406.838
3075,101.56,100,0,1,0.05,37.906,60,0.992,3407.838
3075.999,101.4,100,0,1,0.05,38.153,60,0.992,3408.837
3077,101.71,100,0,1,0.05,38.02,58,0.993,3409.838
3078,101.5,100,0,1,0.05,37.404,59,0.993,3410.838
3079,101.57,100,0,1,0.05,37.897,60,0.993,3411.838
3080.001,101.53,100,0,1,0.05,38.143,58,0.993,3412.839
3081.001,101.74,100,0,1,0.05,37.774,60,0.993,3413.839
3082.001,101.58,100,0,1,0.05,38.01,59,0.992,3414.839
3082.999,101.41,100,0,1,0.05,38.542,58,0.993,3415.837
3084.001,101.38,100,0,1,0.05,37.641,60,0.994,3416.839
3085.001,101.24,100,0,1,0.05,38.162,60,0.992,3417.839
3086.002,101.19,100,0,1,0.05,38.409,59,0.993,3418.84
3087.001,101.28,100,0,1,0.05,37.641,59,0.993,3419.839
3088.001,101.23,100,0,1,0.05,37.877,58,0.993,3420.839
3088.999,100.96,100,0,1,0.05,37.621,59,0.992,3421.837
3089.999,100.95,100,0,1,0.05,37.242,59,0.993,3422.837
3090.999,101.29,100,0,1,0.05,38.286,58,0.993,3423.837
3092,100.87,100,0,1,0.05,37.897,57,0.994,3424.838
3093,101.26,100,0,1,0.05,37.508,57,0.994,3425.838
3093.999,101.06,100,0,1,0.05,38.276,57,0.993,3426.837
3095.003,100.9,100,0,1,0.05,37.897,58,0.994,3427.841
3096.001,100.93,100,0,1,0.05,38,60,0.993,3428.839
3097,100.8,100,0,1,0.05,38.049,57,0.992,3429.838
3098,101.05,100,0,1,0.05,37.764,59,0.993,3430.838
3099.001,100.85,100,0,1,0.05,38.256,58,0.993,3431.839
3100.002,100.93,100,0,1,0.05,37.754,57,0.993,3432.84
3101,100.76,100,0,1,0.05,37.764,58,0.993,3433.838
3102,101.06,100,0,1,0.05,37.385,60,0.993,3434.838
3103,100.76,100,0,1,0.05,38.276,59,0.993,3435.838
3103.999,101.02,100,0,1,0.05,37.774,58,0.993,3436.837
3105,101.15,100,0,1,0.05,37.887,58,0.995,3437.838
3106,100.98,100,0,1,0.05,38.133,59,0.994,3438.838
3107,100.89,100,0,1,0.05,38.162,58,0.991,3439.838
3108,101.37,100,0,1,0.05,37.887,58,0.993,3440.838
3108.999,100.73,100,0,1,0.05,38.02,58,0.993,3441.837
3110.001,100.61,100,0,1,0.05,37.887,57,0.993,3442.839
3110.999,100.67,100,0,1,0.05,37.65,57,0.993,3443.837
3112.002,100.62,100,0,1,0.05,37.641,58,0.993,3444.84
3113.002,100.84,100,0,1,0.05,37.783,58,0.993,3445.84
3113.999,100.65,100,0,1,0.05,37.65,58,0.993,3446.837
3115,100.98,100,0,1,0.05,37.897,60,0.992,3447.838
3116.002,100.69,100,0,1,0.05,38.02,58,0.993,3448.84
3117,100.61,100,0,1,0.05,38.409,59,0.992,3449.838
3118,100.73,100,0,1,0.05,38.02,58,0.992,3450.838
3119.002,100.42,100,0,1,0.05,38.123,60,0.993,3451.84
3120.001,100.82,100,0,1,0.05,37.508,60,0.993,3452.839
3121,100.59,100,0,1,0.05,38.03,58,0.992,3453.838
3121.999,100.84,100,0,1,0.05,37.897,59,0.993,3454.837
3123.001,100.69,100,0,1,0.05,37.65,60,0.993,3455.839
3124,100.54,100,0,1,0.05,38.295,58,0.993,3456.838
3125.001,100.4,100,0,1,0.05,37.744,59,0.993,3457.839
3125.999,100.56,100,0,1,0.05,38.03,57,0.992,3458.837
3127,100.47,100,0,1,0.05,37.754,59,0.993,3459.838
3128.001,100.53,100,0,1,0.05,38.01,57,0.993,3460.839
3128.999,100.49,100,0,1,0.05,37.897,60,0.993,3461.837
3129.999,100.28,100,0,1,0.05,38.133,58,0.991,3462.837
3131,100.36,100,0,1,0.05,37.641,58,0.993,3463.838
3132.001,100.61,100,0,1,0.05,37.518,57,0.993,3464.839
3133.001,100.2,100,0,1,0.05,38.02,57,0.992,3465.839
3133.999,100.43,100,0,1,0.05,37.631,59,0.993,3466.837
3134.999,100.39,100,0,1,0.05,38.295,60,0.993,3467.837
3136.001,100.53,100,0,1,0.05,37.906,60,0.993,3468.839
3137,100.08,100,0,1,0.05,37.897,57,0.993,3469.838
3137.999,100.37,100,0,1,0.05,37.66,58,0.993,3470.837
3139,100.07,100,0,1,0.05,38.399,60,0.994,3471.838
3139.999,100.05,100,0,1,0.05,38.143,57,0.992,3472.837
3141,100.08,100,0,1,0.05,37.877,60,0.995,3473.838
3142,100.21,100,0,1,0.05,38.522,59,0.992,3474.838
3143,100.23,100,0,1,0.05,38.276,59,0.993,3475.838
3144,100.04,100,0,1,0.05,37.916,59,0.993,3476.838
3145,100.1,100,0,1,0.05,37.867,58,0.994,3477.838
3145.999,100.24,100,0,1,0.05,38.01,59,0.993,3478.837
3147.001,100.26,100,0,1,0.05,38.399,58,0.993,3479.839
3148,100.09,100,0,1,0.05,38.039,58,0.993,3480.838
3149,100.09,100,0,1,0.05,37.774,60,0.994,3481.838
3150,100.4,100,0,1,0.05,38.143,59,0.993,3482.838
3151.001,100.24,100,0,1,0.05,38.153,60,0.993,3483.839
3152,99.88,100,0,1,0.05,37.897,57,0.993,3484.838
3152.999,99.93,100,0,1,0.05,37.641,59,0.993,3485.837
3154,100.26,100,0,1,0.05,37.764,58,0.992,3486.838
3155,100.08,100,0,1,0.05,37.641,58,0.993,3487.838
3156.001,100.11,100,0,1,0.05,37.906,59,0.993,3488.839
3156.999,99.96,100,0,1,0.05,38.03,57,0.993,3489.837
3158,100.25,100,0,1,0.05,37.897,58,0.993,3490.838
3158.999,100.22,100,0,1,0.05,38.02,59,0.995,3491.837
3160,100,100,0,1,0.05,38.02,60,0.994,3492.838
3160.999,99.9,100,0,1,0.05,37.897,57,0.993,3493.837
3161.999,99.99,100,0,1,0.05,38.276,59,0.993,3494.837
3163.001,100.06,100,0,1,0.05,37.764,57,0.994,3495.839
3164.001,100.06,100,0,1,0.05,38.01,60,0.993,3496.839
3165,99.83,100,0,1,0.05,38.143,59,0.993,3497.838
3166.001,99.64,100,0,1,0.05,37.897,57,0.992,3498.839
3167,99.79,100,0,1,0.05,38.143,57,0.993,3499.838
3168,99.84,100,0,1,0.05,38.143,59,0.993,3500.838
3169,100.05,100,0,1,0.05,38.143,57,0.993,3501.838
3170.001,99.78,100,0,1,0.05,37.631,60,0.993,3502.839
3170.999,99.59,100,0,1,0.05,38.133,58,0.992,3503.837
3172.001,99.8,100,0,1,0.05,37.897,60,0.994,3504.839
3173.001,99.72,100,0,1,0.05,38.143,60,0.992,3505.839
3174.001,99.78,100,0,1,0.05,38.03,59,0.993,3506.839
3175,99.55,100,0,1,0.05,38.399,58,0.991,3507.838
3176.001,99.99,100,0,1,0.05,37.754,60,0.993,3508.839
